virus,cohort,n_sera,median_titer,geomean_titer,titer_q1,titer_q3,frac_w_titer_below_140
A/Colombia/1851/2024_H3N2,VIDRL_adult-egg_pre,20,463.3,470.9,187.4,1056,0.2
A/Colombia/1851/2024_H3N2,VIDRL_elderly-egg_post,20,969.6,1012,606.1,1734,0
A/Colombia/1851/2024_H3N2,VIDRL_elderly-egg_pre,20,310,412.6,228,712.5,0
A/Colorado/218/2024_H1N1,All,282,303.2,396.3,181.4,828.5,0.2057
A/Colorado/218/2024_H1N1,CTS,38,214.2,277.9,163.8,524.9,0.2105
A/Colorado/218/2024_H1N1,SCH,39,234.2,238,92.56,542,0.4359
A/Colorado/218/2024_H1N1,UWMC,85,362.6,408.5,191.9,883.6,0.2
A/Colorado/218/2024_H1N1,VIDRL,120,365,512.4,217.8,1134,0.1333
A/Colorado/218/2024_H1N1,VIDRL_adult-cell_post,20,1422,1868,558.1,6383,0
A/Colorado/218/2024_H1N1,VIDRL_adult-cell_pre,20,197.9,224.9,140.6,290.7,0.2
A/Colorado/218/2024_H1N1,VIDRL_adult-egg_post,20,471.8,677.8,319.1,1471,0
A/Colorado/218/2024_H1N1,VIDRL_adult-egg_pre,20,300,302.7,115.8,462.5,0.35
A/Colorado/218/2024_H1N1,VIDRL_elderly-egg_post,20,573.4,798.4,392.7,1271,0.05
A/Colorado/218/2024_H1N1,VIDRL_elderly-egg_pre,20,245.4,262.9,180.5,367.8,0.2
A/Connecticut/5/2026_H3N2,All,285,410.4,431.9,198.1,946.9,0.1509
A/Connecticut/5/2026_H3N2,CTS,38,452.8,452,249.2,647.4,0.05263
A/Connecticut/5/2026_H3N2,SCH,40,419.9,470.6,168.1,1392,0.2
A/Connecticut/5/2026_H3N2,UWMC,87,414.7,495.8,244.2,901.5,0.05747
A/Connecticut/5/2026_H3N2,VIDRL,120,347.1,374.4,152.6,890.3,0.2333
A/Connecticut/5/2026_H3N2,VIDRL_adult-cell_post,20,1098,845.7,462,1472,0.05
A/Connecticut/5/2026_H3N2,VIDRL_adult-cell_pre,20,103.9,106.2,64.45,162.5,0.65
A/Connecticut/5/2026_H3N2,VIDRL_adult-egg_post,20,719.6,734.8,418,1483,0.1
A/Connecticut/5/2026_H3N2,VIDRL_adult-egg_pre,20,160.1,210.7,119,516.5,0.35
A/Connecticut/5/2026_H3N2,VIDRL_elderly-egg_post,20,836.6,796.6,486.9,1562,0.05
A/Connecticut/5/2026_H3N2,VIDRL_elderly-egg_pre,20,259.2,248.6,198.4,398.2,0.2
A/Croatia/10136RV/2023_H3N2,All,283,1061,1011,331.5,3124,0.1025
A/Croatia/10136RV/2023_H3N2,CTS,38,934.2,679.9,354.6,1308,0.1316
A/Croatia/10136RV/2023_H3N2,SCH,39,1442,1066,210.1,6846,0.2051
A/Croatia/10136RV/2023_H3N2,UWMC,87,916.2,778.7,262.9,2271,0.1034
A/Croatia/10136RV/2023_H3N2,VIDRL,119,1249,1364,495.2,4428,0.05882
A/Croatia/10136RV/2023_H3N2,VIDRL_adult-cell_post,20,2498,2724,1340,5936,0
A/Croatia/10136RV/2023_H3N2,VIDRL_adult-cell_pre,20,243.7,252.4,113.4,552.4,0.3
A/Croatia/10136RV/2023_H3N2,VIDRL_adult-egg_post,19,8690,3961,1328,1.3e+04,0
A/Croatia/10136RV/2023_H3N2,VIDRL_adult-egg_pre,20,1088,1171,612.5,3230,0
A/Croatia/10136RV/2023_H3N2,VIDRL_elderly-egg_post,20,2361,2577,914.9,8837,0
A/Croatia/10136RV/2023_H3N2,VIDRL_elderly-egg_pre,20,641.3,825.3,427.6,1390,0.05
A/Darwin/1415/2025_H3N2,All,282,390.2,444.9,192.2,1022,0.1702
A/Darwin/1415/2025_H3N2,CTS,38,435.5,408.9,224.7,512.2,0.1316
A/Darwin/1415/2025_H3N2,SCH,39,428.4,579.9,164.4,2458,0.2564
A/Darwin/1415/2025_H3N2,UWMC,86,400.2,464.7,232.6,803.7,0.06977
A/Darwin/1415/2025_H3N2,VIDRL,119,362.2,406.1,158.9,1051,0.2269
A/Darwin/1415/2025_H3N2,VIDRL_adult-cell_post,20,988.1,829.6,472.2,1446,0.05
A/Darwin/1415/2025_H3N2,VIDRL_adult-cell_pre,19,113.7,122.8,68,205.4,0.5263
A/Darwin/1415/2025_H3N2,VIDRL_adult-egg_post,20,830.4,862.9,404.1,2100,0.1
A/Darwin/1415/2025_H3N2,VIDRL_adult-egg_pre,20,172.1,234.2,98.31,561.4,0.4
A/Darwin/1415/2025_H3N2,VIDRL_elderly-egg_post,20,782.5,830.1,351.4,1719,0.05
A/Darwin/1415/2025_H3N2,VIDRL_elderly-egg_pre,20,226.9,247.1,136.4,349.2,0.25
A/Darwin/1454/2025_H3N2,All,285,575.7,780.1,289.3,1905,0.05263
A/Darwin/1454/2025_H3N2,CTS,38,487.1,604.8,288.2,1108,0.05263
A/Darwin/1454/2025_H3N2,SCH,40,659.9,868.1,256.2,2774,0.075
A/Darwin/1454/2025_H3N2,UWMC,87,611.1,731.9,363.8,1423,0.03448
A/Darwin/1454/2025_H3N2,VIDRL,120,689.6,854.6,282.1,2443,0.05833
A/Darwin/1454/2025_H3N2,VIDRL_adult-cell_post,20,1210,1482,968.4,3451,0.05
A/Darwin/1454/2025_H3N2,VIDRL_adult-cell_pre,20,207.9,227.5,159.3,378.7,0.15
A/Darwin/1454/2025_H3N2,VIDRL_adult-egg_post,20,3266,2485,1259,6442,0
A/Darwin/1454/2025_H3N2,VIDRL_adult-egg_pre,20,433.9,597.6,214.1,1634,0.15
A/Darwin/1454/2025_H3N2,VIDRL_elderly-egg_post,20,1428,1479,567.8,3020,0
A/Darwin/1454/2025_H3N2,VIDRL_elderly-egg_pre,20,461.4,525.8,339.6,626.8,0
A/Denmark/3940/2025_H3N2,All,285,398.3,458.8,188.6,1015,0.1544
A/Denmark/3940/2025_H3N2,CTS,38,332.6,372.5,234.9,503.1,0.1053
A/Denmark/3940/2025_H3N2,SCH,40,578.1,695.9,258.2,2115,0.075
A/Denmark/3940/2025_H3N2,UWMC,87,456.2,484.3,215.6,946.7,0.1494
A/Denmark/3940/2025_H3N2,VIDRL,120,361.3,410.1,159.9,1006,0.2
A/Denmark/3940/2025_H3N2,VIDRL_adult-cell_post,20,936.8,947.4,460.4,1727,0.05
A/Denmark/3940/2025_H3N2,VIDRL_adult-cell_pre,20,140.4,124.6,70.46,179.2,0.5
A/Denmark/3940/2025_H3N2,VIDRL_adult-egg_post,20,580.7,766.5,312.6,1697,0.05
A/Denmark/3940/2025_H3N2,VIDRL_adult-egg_pre,20,174.6,246.5,125.1,443.2,0.35
A/Denmark/3940/2025_H3N2,VIDRL_elderly-egg_post,20,813,805.9,370.2,1717,0.1
A/Denmark/3940/2025_H3N2,VIDRL_elderly-egg_pre,20,263.6,264.6,167.2,436.1,0.15
A/Denmark/4547/2025_H1N1,All,285,277.9,318.3,131.3,588.1,0.2737
A/Denmark/4547/2025_H1N1,CTS,38,219.9,284.1,150.6,499.1,0.2105
A/Denmark/4547/2025_H1N1,SCH,40,178.7,210.4,74.76,505.2,0.475
A/Denmark/4547/2025_H1N1,UWMC,87,279.3,314.5,137.9,590.8,0.2759
A/Denmark/4547/2025_H1N1,VIDRL,120,292.5,382.2,155.2,747.1,0.225
A/Denmark/4547/2025_H1N1,VIDRL_adult-cell_post,20,1168,1504,456.8,4915,0
A/Denmark/4547/2025_H1N1,VIDRL_adult-cell_pre,20,125.4,139.4,63.9,203.6,0.6
A/Denmark/4547/2025_H1N1,VIDRL_adult-egg_post,20,399.8,501.7,228.4,771.9,0.05
A/Denmark/4547/2025_H1N1,VIDRL_adult-egg_pre,20,203.4,221.2,101.8,357.5,0.4
A/Denmark/4547/2025_H1N1,VIDRL_elderly-egg_post,20,451.1,648.7,251.4,1710,0.1
A/Denmark/4547/2025_H1N1,VIDRL_elderly-egg_pre,20,197.6,206.5,170,292,0.2
A/Denmark/4774/2025_H1N1,All,281,204.5,211.6,105.4,367.9,0.3594
A/Denmark/4774/2025_H1N1,CTS,38,160.6,175.1,112,246.9,0.4211
A/Denmark/4774/2025_H1N1,SCH,39,136.3,157.4,51.42,345.4,0.5128
A/Denmark/4774/2025_H1N1,UWMC,86,203.2,198.4,99.98,335,0.3721
A/Denmark/4774/2025_H1N1,VIDRL,118,227.4,259.8,117.6,415.2,0.2797
A/Denmark/4774/2025_H1N1,VIDRL_adult-cell_post,20,566.7,747,342.1,1475,0
A/Denmark/4774/2025_H1N1,VIDRL_adult-cell_pre,20,91.18,102.7,65.25,151.4,0.7
A/Denmark/4774/2025_H1N1,VIDRL_adult-egg_post,20,255.4,324.2,171.9,432.6,0
A/Denmark/4774/2025_H1N1,VIDRL_adult-egg_pre,19,220.3,176,100.7,278.8,0.4211
A/Denmark/4774/2025_H1N1,VIDRL_elderly-egg_post,20,368,432.4,230.9,719.7,0.1
A/Denmark/4774/2025_H1N1,VIDRL_elderly-egg_pre,19,176.8,155.3,102.5,215.2,0.4737
A/District_Of_Columbia/27/2023_H3N2,All,282,511.6,555.8,216.1,1294,0.1241
A/District_Of_Columbia/27/2023_H3N2,CTS,38,439.1,502.5,267.3,874.4,0.05263
A/District_Of_Columbia/27/2023_H3N2,SCH,40,569.5,723.6,246.8,2565,0.175
A/District_Of_Columbia/27/2023_H3N2,UWMC,84,634.4,631.2,244.3,1348,0.05952
A/District_Of_Columbia/27/2023_H3N2,VIDRL,120,442.3,480.7,185.4,1239,0.175
A/District_Of_Columbia/27/2023_H3N2,VIDRL_adult-cell_post,20,1052,1110,514.9,2030,0.05
A/District_Of_Columbia/27/2023_H3N2,VIDRL_adult-cell_pre,20,134.4,133.4,69.17,210.1,0.55
A/District_Of_Columbia/27/2023_H3N2,VIDRL_adult-egg_post,20,1504,1112,392.7,2645,0
A/District_Of_Columbia/27/2023_H3N2,VIDRL_adult-egg_pre,20,285.2,304.5,150.6,671.2,0.2
A/District_Of_Columbia/27/2023_H3N2,VIDRL_elderly-egg_post,20,764.2,829.1,444,1996,0.05
A/District_Of_Columbia/27/2023_H3N2,VIDRL_elderly-egg_pre,20,271.8,296.7,196.6,495.4,0.2
A/Distrito_Federal/250106000728/2025_H3N2,All,281,382,440.7,196.7,868.1,0.1495
A/Distrito_Federal/250106000728/2025_H3N2,CTS,38,265.2,293.3,176.5,442.6,0.1579
A/Distrito_Federal/250106000728/2025_H3N2,SCH,39,413.9,494.4,235.4,1252,0.1282
A/Distrito_Federal/250106000728/2025_H3N2,UWMC,84,496.8,525.5,225.1,990.7,0.1429
A/Distrito_Federal/250106000728/2025_H3N2,VIDRL,120,356.1,426.9,184.3,882.9,0.1583
A/Distrito_Federal/250106000728/2025_H3N2,VIDRL_adult-cell_post,20,870.6,892.1,334.3,2080,0
A/Distrito_Federal/250106000728/2025_H3N2,VIDRL_adult-cell_pre,20,117.4,137.1,82.15,215.4,0.55
A/Distrito_Federal/250106000728/2025_H3N2,VIDRL_adult-egg_post,20,1112,955.3,407.1,2436,0.1
A/Distrito_Federal/250106000728/2025_H3N2,VIDRL_adult-egg_pre,20,316.1,291.2,143.4,541.1,0.25
A/Distrito_Federal/250106000728/2025_H3N2,VIDRL_elderly-egg_post,20,722.6,682.4,453.7,913.8,0
A/Distrito_Federal/250106000728/2025_H3N2,VIDRL_elderly-egg_pre,20,223.8,260.6,186.9,327.9,0.05
A/England/1893256/2026_H1N1,All,284,247.4,311,124,604.5,0.2852
A/England/1893256/2026_H1N1,CTS,38,223.9,273.9,158.6,349.8,0.2105
A/England/1893256/2026_H1N1,SCH,40,122,189.2,68.82,456,0.525
A/England/1893256/2026_H1N1,UWMC,86,235.1,317.3,126.8,600.4,0.2674
A/England/1893256/2026_H1N1,VIDRL,120,281,376.6,153,705.5,0.2417
A/England/1893256/2026_H1N1,VIDRL_adult-cell_post,20,983.3,1407,398.2,4477,0
A/England/1893256/2026_H1N1,VIDRL_adult-cell_pre,20,111.8,135.3,77.67,182,0.6
A/England/1893256/2026_H1N1,VIDRL_adult-egg_post,20,535.3,535.6,254.2,1137,0.1
A/England/1893256/2026_H1N1,VIDRL_adult-egg_pre,20,179.8,205.4,94.31,348.4,0.4
A/England/1893256/2026_H1N1,VIDRL_elderly-egg_post,20,459.4,630.6,299.4,1253,0.15
A/England/1893256/2026_H1N1,VIDRL_elderly-egg_pre,20,205.2,216.1,171.9,261.1,0.2
A/Florida/ISC-1069/2026_H3N2,All,285,411.6,490.2,216.1,1109,0.1193
A/Florida/ISC-1069/2026_H3N2,CTS,38,386.4,425.3,220.4,624.4,0.07895
A/Florida/ISC-1069/2026_H3N2,SCH,40,459.1,531.2,200.6,1390,0.15
A/Florida/ISC-1069/2026_H3N2,UWMC,87,473,548.3,245.8,1041,0.04598
A/Florida/ISC-1069/2026_H3N2,VIDRL,120,401.3,460.2,189.4,1209,0.175
A/Florida/ISC-1069/2026_H3N2,VIDRL_adult-cell_post,20,1220,1031,670,1670,0.05
A/Florida/ISC-1069/2026_H3N2,VIDRL_adult-cell_pre,20,137.1,142.5,97.34,223.6,0.5
A/Florida/ISC-1069/2026_H3N2,VIDRL_adult-egg_post,20,888.4,950.3,468.2,2353,0.1
A/Florida/ISC-1069/2026_H3N2,VIDRL_adult-egg_pre,20,234.9,316.2,149.7,852.5,0.2
A/Florida/ISC-1069/2026_H3N2,VIDRL_elderly-egg_post,20,937.5,827.5,310.6,1740,0.05
A/Florida/ISC-1069/2026_H3N2,VIDRL_elderly-egg_pre,20,251.3,259.9,196.7,361,0.15
A/France/ARA-HCL025195259501/2025_H1N1,All,285,272.7,324,139.5,607.7,0.2526
A/France/ARA-HCL025195259501/2025_H1N1,CTS,38,226.4,274.9,164.3,467.7,0.1842
A/France/ARA-HCL025195259501/2025_H1N1,SCH,40,160.6,201.2,72.75,433.4,0.475
A/France/ARA-HCL025195259501/2025_H1N1,UWMC,87,293.6,348.5,136.5,773.5,0.2529
A/France/ARA-HCL025195259501/2025_H1N1,VIDRL,120,299.8,379.6,165.3,685.2,0.2
A/France/ARA-HCL025195259501/2025_H1N1,VIDRL_adult-cell_post,20,1286,1486,565.5,4256,0
A/France/ARA-HCL025195259501/2025_H1N1,VIDRL_adult-cell_pre,20,131.1,141.1,84.21,185.8,0.5
A/France/ARA-HCL025195259501/2025_H1N1,VIDRL_adult-egg_post,20,389.5,478.5,233.6,708.1,0.05
A/France/ARA-HCL025195259501/2025_H1N1,VIDRL_adult-egg_pre,20,175.8,218.7,97.74,403.1,0.4
A/France/ARA-HCL025195259501/2025_H1N1,VIDRL_elderly-egg_post,20,447.4,595.3,303.8,1391,0.1
A/France/ARA-HCL025195259501/2025_H1N1,VIDRL_elderly-egg_pre,20,251.4,229,155.2,313.9,0.15
A/France/ARA-HCL026031894402/2026_H3N2,All,276,407.2,463.6,173,1216,0.2065
A/France/ARA-HCL026031894402/2026_H3N2,CTS,36,425.4,395.1,204.8,588,0.1667
A/France/ARA-HCL026031894402/2026_H3N2,SCH,39,780.7,581.9,113.1,2502,0.2821
A/France/ARA-HCL026031894402/2026_H3N2,UWMC,84,365.8,433.2,190.6,970.1,0.1667
A/France/ARA-HCL026031894402/2026_H3N2,VIDRL,117,376.4,473.8,167.3,1393,0.2222
A/France/ARA-HCL026031894402/2026_H3N2,VIDRL_adult-cell_post,20,1082,890.4,403.1,1745,0.05
A/France/ARA-HCL026031894402/2026_H3N2,VIDRL_adult-cell_pre,19,95.1,110.9,62.97,215.4,0.5789
A/France/ARA-HCL026031894402/2026_H3N2,VIDRL_adult-egg_post,19,2069,1367,515.8,2720,0.05263
A/France/ARA-HCL026031894402/2026_H3N2,VIDRL_adult-egg_pre,19,194.2,290.4,115.8,877.2,0.3158
A/France/ARA-HCL026031894402/2026_H3N2,VIDRL_elderly-egg_post,20,1213,1006,420.7,2802,0.1
A/France/ARA-HCL026031894402/2026_H3N2,VIDRL_elderly-egg_pre,20,218.1,274.7,158.6,499.4,0.25
A/France/GES-IPP00659/2026_H1N1,All,285,248.5,313.8,141.2,565.6,0.2491
A/France/GES-IPP00659/2026_H1N1,CTS,38,225.3,280.8,170.4,402.1,0.1579
A/France/GES-IPP00659/2026_H1N1,SCH,40,210.2,214.7,73.87,586.8,0.45
A/France/GES-IPP00659/2026_H1N1,UWMC,87,288.7,313.9,136.2,547.7,0.2759
A/France/GES-IPP00659/2026_H1N1,VIDRL,120,301.6,368.9,164.7,609.5,0.1917
A/France/GES-IPP00659/2026_H1N1,VIDRL_adult-cell_post,20,1020,1160,428.2,2586,0.05
A/France/GES-IPP00659/2026_H1N1,VIDRL_adult-cell_pre,20,127.8,138.2,88.97,164.7,0.5
A/France/GES-IPP00659/2026_H1N1,VIDRL_adult-egg_post,20,496.5,524.6,254.3,777.3,0
A/France/GES-IPP00659/2026_H1N1,VIDRL_adult-egg_pre,20,183.7,192.2,97.64,294.8,0.4
A/France/GES-IPP00659/2026_H1N1,VIDRL_elderly-egg_post,20,432.3,682.5,320.5,1480,0.05
A/France/GES-IPP00659/2026_H1N1,VIDRL_elderly-egg_pre,20,206.6,228.4,171.9,314.9,0.15
A/France/GES-IPP01077/2026_H3N2,All,270,348.2,413.9,164.4,954.4,0.1926
A/France/GES-IPP01077/2026_H3N2,CTS,36,379.7,442.4,222.6,751.9,0.1111
A/France/GES-IPP01077/2026_H3N2,SCH,37,327,411.8,131,1279,0.2703
A/France/GES-IPP01077/2026_H3N2,UWMC,82,349.6,442.3,194.4,1008,0.1098
A/France/GES-IPP01077/2026_H3N2,VIDRL,115,336.4,387.2,140.3,806.2,0.2522
A/France/GES-IPP01077/2026_H3N2,VIDRL_adult-cell_post,20,735.8,769.2,468.6,1816,0.15
A/France/GES-IPP01077/2026_H3N2,VIDRL_adult-cell_pre,17,141.8,134.2,92.56,204.3,0.4706
A/France/GES-IPP01077/2026_H3N2,VIDRL_adult-egg_post,19,1110,930.3,409.9,2523,0.1053
A/France/GES-IPP01077/2026_H3N2,VIDRL_adult-egg_pre,20,192.4,246.4,125.1,510.7,0.35
A/France/GES-IPP01077/2026_H3N2,VIDRL_elderly-egg_post,19,586.4,708.9,383,1526,0.1579
A/France/GES-IPP01077/2026_H3N2,VIDRL_elderly-egg_pre,20,193.5,184.6,122.8,249.7,0.3
A/France/HDF-IPP01550/2026_H3N2,All,283,308.7,347.2,145.9,721.5,0.2367
A/France/HDF-IPP01550/2026_H3N2,CTS,38,348.9,408.8,215.6,550.1,0.02632
A/France/HDF-IPP01550/2026_H3N2,SCH,40,335.6,394.9,130.8,1380,0.275
A/France/HDF-IPP01550/2026_H3N2,UWMC,85,354.6,406.2,203.8,668.8,0.1882
A/France/HDF-IPP01550/2026_H3N2,VIDRL,120,211.4,282.5,109.5,632.3,0.325
A/France/HDF-IPP01550/2026_H3N2,VIDRL_adult-cell_post,20,617.8,621.1,274,1358,0.05
A/France/HDF-IPP01550/2026_H3N2,VIDRL_adult-cell_pre,20,69.92,75.37,47.23,96.59,0.8
A/France/HDF-IPP01550/2026_H3N2,VIDRL_adult-egg_post,20,857.8,744.6,356.6,2192,0.15
A/France/HDF-IPP01550/2026_H3N2,VIDRL_adult-egg_pre,20,137.2,169.1,100.7,237.3,0.5
A/France/HDF-IPP01550/2026_H3N2,VIDRL_elderly-egg_post,20,496.8,491.7,305.5,1047,0.2
A/France/HDF-IPP01550/2026_H3N2,VIDRL_elderly-egg_pre,20,162.8,175.5,142.8,242.6,0.25
A/France/HDF-RELAB-IPP00300/2026_H3N2,All,278,357.4,413.6,158.4,1046,0.2122
A/France/HDF-RELAB-IPP00300/2026_H3N2,CTS,37,388.8,370.9,177.6,588.3,0.1892
A/France/HDF-RELAB-IPP00300/2026_H3N2,SCH,38,495.1,478.3,133.6,1508,0.2895
A/France/HDF-RELAB-IPP00300/2026_H3N2,UWMC,84,344,422.2,199.3,884.5,0.1429
A/France/HDF-RELAB-IPP00300/2026_H3N2,VIDRL,119,332.6,402.6,144.8,1173,0.2437
A/France/HDF-RELAB-IPP00300/2026_H3N2,VIDRL_adult-cell_post,20,839.2,907.9,430.9,1438,0.05
A/France/HDF-RELAB-IPP00300/2026_H3N2,VIDRL_adult-cell_pre,20,100.2,105,50.05,165.8,0.7
A/France/HDF-RELAB-IPP00300/2026_H3N2,VIDRL_adult-egg_post,20,1257,934.2,248.8,2562,0.05
A/France/HDF-RELAB-IPP00300/2026_H3N2,VIDRL_adult-egg_pre,20,201,254,110.1,649.3,0.3
A/France/HDF-RELAB-IPP00300/2026_H3N2,VIDRL_elderly-egg_post,20,699.2,713.6,255.2,2202,0.15
A/France/HDF-RELAB-IPP00300/2026_H3N2,VIDRL_elderly-egg_pre,19,244.9,258.2,183.9,398,0.2105
A/France/HDF-RELAB-IPP00303/2026_H3N2,All,285,360.6,425.9,197.8,915.7,0.1404
A/France/HDF-RELAB-IPP00303/2026_H3N2,CTS,38,403.6,410.1,228.5,608.1,0.07895
A/France/HDF-RELAB-IPP00303/2026_H3N2,SCH,40,416.9,499.5,160,1532,0.175
A/France/HDF-RELAB-IPP00303/2026_H3N2,UWMC,87,370.5,447.2,233.6,770.9,0.08046
A/France/HDF-RELAB-IPP00303/2026_H3N2,VIDRL,120,321.6,394.5,161.2,983.6,0.1917
A/France/HDF-RELAB-IPP00303/2026_H3N2,VIDRL_adult-cell_post,20,790.5,749.4,365.8,1532,0.05
A/France/HDF-RELAB-IPP00303/2026_H3N2,VIDRL_adult-cell_pre,20,95.5,115.1,67.95,235.9,0.65
A/France/HDF-RELAB-IPP00303/2026_H3N2,VIDRL_adult-egg_post,20,1016,844.3,323.5,1692,0
A/France/HDF-RELAB-IPP00303/2026_H3N2,VIDRL_adult-egg_pre,20,208.6,290.9,150.2,431.7,0.25
A/France/HDF-RELAB-IPP00303/2026_H3N2,VIDRL_elderly-egg_post,20,710.9,744.3,343,1330,0.05
A/France/HDF-RELAB-IPP00303/2026_H3N2,VIDRL_elderly-egg_pre,20,209,239,180.8,328.1,0.15
A/France/HDF-RELAB-IPP07969/2025_H1N1,All,285,222.5,272,114.4,531.2,0.3193
A/France/HDF-RELAB-IPP07969/2025_H1N1,CTS,38,205.9,224.5,131.5,408.9,0.2895
A/France/HDF-RELAB-IPP07969/2025_H1N1,SCH,40,126,146.9,46.73,322.2,0.525
A/France/HDF-RELAB-IPP07969/2025_H1N1,UWMC,87,251.1,304.2,109.7,741.8,0.3103
A/France/HDF-RELAB-IPP07969/2025_H1N1,VIDRL,120,260.5,327.3,138.2,605.5,0.2667
A/France/HDF-RELAB-IPP07969/2025_H1N1,VIDRL_adult-cell_post,20,1546,1340,477.1,4405,0
A/France/HDF-RELAB-IPP07969/2025_H1N1,VIDRL_adult-cell_pre,20,112.6,121.1,54.97,156.2,0.6
A/France/HDF-RELAB-IPP07969/2025_H1N1,VIDRL_adult-egg_post,20,285.8,367.5,203.2,566.6,0.05
A/France/HDF-RELAB-IPP07969/2025_H1N1,VIDRL_adult-egg_pre,20,203.5,179.6,85.8,401.6,0.45
A/France/HDF-RELAB-IPP07969/2025_H1N1,VIDRL_elderly-egg_post,20,371.6,587.5,216.5,1474,0.1
A/France/HDF-RELAB-IPP07969/2025_H1N1,VIDRL_elderly-egg_pre,20,171.3,195.3,126,326.9,0.4
A/France/NAQ-HCL026010957001/2026_H3N2,All,282,412.1,466.5,192.2,1176,0.1667
A/France/NAQ-HCL026010957001/2026_H3N2,CTS,38,406.1,426.4,229.8,798.5,0.1053
A/France/NAQ-HCL026010957001/2026_H3N2,SCH,40,377.6,583.5,219,1913,0.2
A/France/NAQ-HCL026010957001/2026_H3N2,UWMC,86,435.1,491.7,270.4,802.6,0.09302
A/France/NAQ-HCL026010957001/2026_H3N2,VIDRL,118,342.6,428.4,170.2,1219,0.2288
A/France/NAQ-HCL026010957001/2026_H3N2,VIDRL_adult-cell_post,20,1236,869.6,528.2,1703,0.05
A/France/NAQ-HCL026010957001/2026_H3N2,VIDRL_adult-cell_pre,19,88.5,110.6,66.86,223.6,0.6316
A/France/NAQ-HCL026010957001/2026_H3N2,VIDRL_adult-egg_post,20,1284,1007,461.2,2221,0.05
A/France/NAQ-HCL026010957001/2026_H3N2,VIDRL_adult-egg_pre,19,160.7,244.4,122,552.4,0.4737
A/France/NAQ-HCL026010957001/2026_H3N2,VIDRL_elderly-egg_post,20,772.5,840.5,318.9,1365,0
A/France/NAQ-HCL026010957001/2026_H3N2,VIDRL_elderly-egg_pre,20,255.4,282.3,185.4,417.2,0.2
A/France/NAQ-HCL026046169102/2025_H1N1,All,285,255.1,325.8,130.4,650.9,0.2807
A/France/NAQ-HCL026046169102/2025_H1N1,CTS,38,228.8,260,134.4,396.7,0.2895
A/France/NAQ-HCL026046169102/2025_H1N1,SCH,40,182.8,224.1,81.4,691.3,0.425
A/France/NAQ-HCL026046169102/2025_H1N1,UWMC,87,294.7,347,147.4,893.9,0.2414
A/France/NAQ-HCL026046169102/2025_H1N1,VIDRL,120,305.8,378.7,135.4,723.6,0.2583
A/France/NAQ-HCL026046169102/2025_H1N1,VIDRL_adult-cell_post,20,1167,1384,529.5,3398,0.05
A/France/NAQ-HCL026046169102/2025_H1N1,VIDRL_adult-cell_pre,20,108.5,134.4,65.55,218.5,0.6
A/France/NAQ-HCL026046169102/2025_H1N1,VIDRL_adult-egg_post,20,455.1,580.2,295.2,835.1,0.05
A/France/NAQ-HCL026046169102/2025_H1N1,VIDRL_adult-egg_pre,20,210.3,217.6,105.7,384.9,0.45
A/France/NAQ-HCL026046169102/2025_H1N1,VIDRL_elderly-egg_post,20,503.9,608.7,318.4,1224,0.15
A/France/NAQ-HCL026046169102/2025_H1N1,VIDRL_elderly-egg_pre,20,199.8,206.3,159.6,311.5,0.25
A/France/OCC-HCL026013263701/2026_H3N2,All,281,478.4,502.9,227.6,1125,0.1388
A/France/OCC-HCL026013263701/2026_H3N2,CTS,38,391.8,489.9,294.2,871,0.07895
A/France/OCC-HCL026013263701/2026_H3N2,SCH,40,514.4,592.8,260.6,1531,0.175
A/France/OCC-HCL026013263701/2026_H3N2,UWMC,85,562.2,637.7,323.7,1363,0.07059
A/France/OCC-HCL026013263701/2026_H3N2,VIDRL,118,369.9,404.3,168.8,821.4,0.1949
A/France/OCC-HCL026013263701/2026_H3N2,VIDRL_adult-cell_post,20,812.6,857.4,498.3,1514,0.05
A/France/OCC-HCL026013263701/2026_H3N2,VIDRL_adult-cell_pre,19,131.5,130.6,95.25,185.1,0.5263
A/France/OCC-HCL026013263701/2026_H3N2,VIDRL_adult-egg_post,20,944.6,873.5,325.8,2445,0.05
A/France/OCC-HCL026013263701/2026_H3N2,VIDRL_adult-egg_pre,19,250.1,257.6,136.2,464.1,0.2632
A/France/OCC-HCL026013263701/2026_H3N2,VIDRL_elderly-egg_post,20,595.4,645.3,320.5,1131,0.1
A/France/OCC-HCL026013263701/2026_H3N2,VIDRL_elderly-egg_pre,20,239.5,248.3,162.6,378.4,0.2
A/France/PAC-RELAB-HCL026021993801/2026_H3N2,All,285,416.2,447.2,195.9,977.2,0.1684
A/France/PAC-RELAB-HCL026021993801/2026_H3N2,CTS,38,457.9,475.8,267.8,620.2,0.02632
A/France/PAC-RELAB-HCL026021993801/2026_H3N2,SCH,40,447.6,602.2,211,1684,0.1
A/France/PAC-RELAB-HCL026021993801/2026_H3N2,UWMC,87,458.6,464.2,219.7,1002,0.1379
A/France/PAC-RELAB-HCL026021993801/2026_H3N2,VIDRL,120,369.9,386.5,132.4,966.6,0.2583
A/France/PAC-RELAB-HCL026021993801/2026_H3N2,VIDRL_adult-cell_post,20,633.4,769.9,412.6,1758,0.05
A/France/PAC-RELAB-HCL026021993801/2026_H3N2,VIDRL_adult-cell_pre,20,80.73,92.43,52.61,135.7,0.75
