virus,cohort,n_sera,median_titer,geomean_titer,titer_q1,titer_q3,frac_w_titer_below_140
A/Parana/416133590/2026_H3N2,VIDRL,120,254.2,258.9,115.3,482.3,0.3417
A/Parana/416133590/2026_H3N2,VIDRL_adult-cell_post,20,442.2,513.7,256.1,788.9,0.1
A/Parana/416133590/2026_H3N2,VIDRL_adult-cell_pre,20,96.73,97.7,67.97,137.8,0.75
A/Parana/416133590/2026_H3N2,VIDRL_adult-egg_post,20,358.9,365.2,178.5,599.5,0.25
A/Parana/416133590/2026_H3N2,VIDRL_adult-egg_pre,20,129.1,179.9,87.17,379.1,0.55
A/Parana/416133590/2026_H3N2,VIDRL_elderly-egg_post,20,469.9,482.2,283.4,737.5,0.1
A/Parana/416133590/2026_H3N2,VIDRL_elderly-egg_pre,20,181.4,189.2,118.7,319.2,0.3
A/Peru/ANC-INS-062/2026_H3N2,All,283,448.5,496.6,188.9,1321,0.1625
A/Peru/ANC-INS-062/2026_H3N2,CTS,38,376.4,336.4,205.5,527.9,0.1579
A/Peru/ANC-INS-062/2026_H3N2,SCH,39,615.4,652.3,189.8,2905,0.1795
A/Peru/ANC-INS-062/2026_H3N2,UWMC,87,402.3,500,195.6,1321,0.1494
A/Peru/ANC-INS-062/2026_H3N2,VIDRL,119,495.7,511.7,179.3,1455,0.1681
A/Peru/ANC-INS-062/2026_H3N2,VIDRL_adult-cell_post,20,673.9,901.7,413.3,1985,0.05
A/Peru/ANC-INS-062/2026_H3N2,VIDRL_adult-cell_pre,19,78.14,98.03,46.44,204.1,0.6842
A/Peru/ANC-INS-062/2026_H3N2,VIDRL_adult-egg_post,20,1678,1149,307.1,2505,0
A/Peru/ANC-INS-062/2026_H3N2,VIDRL_adult-egg_pre,20,277.8,361.1,156.4,1026,0.2
A/Peru/ANC-INS-062/2026_H3N2,VIDRL_elderly-egg_post,20,1023,1110,502.7,2840,0
A/Peru/ANC-INS-062/2026_H3N2,VIDRL_elderly-egg_pre,20,361.2,405.5,163.7,768,0.1
A/Rhode_Island/11/2026_H1N1,All,285,272.9,333.2,139.1,701.4,0.2561
A/Rhode_Island/11/2026_H1N1,CTS,38,219.1,267.8,145.2,511,0.2368
A/Rhode_Island/11/2026_H1N1,SCH,40,199.8,191.6,66.88,384.2,0.45
A/Rhode_Island/11/2026_H1N1,UWMC,87,313.6,374.5,162.9,985.2,0.2414
A/Rhode_Island/11/2026_H1N1,VIDRL,120,293.6,394.5,154.8,768,0.2083
A/Rhode_Island/11/2026_H1N1,VIDRL_adult-cell_post,20,1428,1607,518,6206,0
A/Rhode_Island/11/2026_H1N1,VIDRL_adult-cell_pre,20,148.4,156.6,73.79,251.9,0.45
A/Rhode_Island/11/2026_H1N1,VIDRL_adult-egg_post,20,436.9,511,256.9,851,0.05
A/Rhode_Island/11/2026_H1N1,VIDRL_adult-egg_pre,20,234.8,227.7,91.32,407.4,0.35
A/Rhode_Island/11/2026_H1N1,VIDRL_elderly-egg_post,20,440.6,615.5,251.2,1367,0.15
A/Rhode_Island/11/2026_H1N1,VIDRL_elderly-egg_pre,20,200.6,209.4,141.4,279.4,0.25
A/RiodeJaneiro/331/2026_H3N2,All,285,398.3,439.4,201.1,904.1,0.1333
A/RiodeJaneiro/331/2026_H3N2,CTS,38,366,403,202.8,747.6,0.1316
A/RiodeJaneiro/331/2026_H3N2,SCH,40,343.9,363.7,179.8,701.9,0.2
A/RiodeJaneiro/331/2026_H3N2,UWMC,87,549.3,609.1,291.1,1210,0.04598
A/RiodeJaneiro/331/2026_H3N2,VIDRL,120,309.8,379.6,174.3,741.8,0.175
A/RiodeJaneiro/331/2026_H3N2,VIDRL_adult-cell_post,20,939.8,806.9,424.9,1846,0.1
A/RiodeJaneiro/331/2026_H3N2,VIDRL_adult-cell_pre,20,138.2,150,100.6,257.4,0.5
A/RiodeJaneiro/331/2026_H3N2,VIDRL_adult-egg_post,20,651.5,730,263.2,1797,0.05
A/RiodeJaneiro/331/2026_H3N2,VIDRL_adult-egg_pre,20,224.6,252,137.9,413.9,0.3
A/RiodeJaneiro/331/2026_H3N2,VIDRL_elderly-egg_post,20,476.5,513.6,250.2,817.7,0
A/RiodeJaneiro/331/2026_H3N2,VIDRL_elderly-egg_pre,20,215.1,261.6,174.3,351.1,0.1
A/Romania/612042/2026_H3N2,All,285,375.1,401.5,155.4,930.8,0.2211
A/Romania/612042/2026_H3N2,CTS,38,410.4,433,269.4,663.4,0.1053
A/Romania/612042/2026_H3N2,SCH,40,548.2,482.1,138.5,1462,0.25
A/Romania/612042/2026_H3N2,UWMC,87,379.2,458.7,206.9,876,0.1149
A/Romania/612042/2026_H3N2,VIDRL,120,293.8,334.9,124.4,836.4,0.325
A/Romania/612042/2026_H3N2,VIDRL_adult-cell_post,20,590.5,620.7,301,1317,0.1
A/Romania/612042/2026_H3N2,VIDRL_adult-cell_pre,20,85.64,86.05,58.51,120.9,0.9
A/Romania/612042/2026_H3N2,VIDRL_adult-egg_post,20,882.6,791.4,358.1,1807,0.05
A/Romania/612042/2026_H3N2,VIDRL_adult-egg_pre,20,130.7,177.8,91.64,410.4,0.55
A/Romania/612042/2026_H3N2,VIDRL_elderly-egg_post,20,694,771.6,358.1,1584,0.05
A/Romania/612042/2026_H3N2,VIDRL_elderly-egg_pre,20,217.6,243.5,138.6,360.9,0.3
A/SantaCatarina/508/2026_H3N2,All,281,364.5,427.3,158.9,1155,0.2171
A/SantaCatarina/508/2026_H3N2,CTS,38,403,418.6,184.4,777.2,0.1053
A/SantaCatarina/508/2026_H3N2,SCH,39,403,465.2,134.6,1512,0.2564
A/SantaCatarina/508/2026_H3N2,UWMC,85,334.3,393.2,170.8,814.2,0.2
A/SantaCatarina/508/2026_H3N2,VIDRL,119,364.3,443.8,137.8,1274,0.2521
A/SantaCatarina/508/2026_H3N2,VIDRL_adult-cell_post,20,1086,1041,735,1522,0.05
A/SantaCatarina/508/2026_H3N2,VIDRL_adult-cell_pre,20,64.36,88.68,44.81,163.2,0.7
A/SantaCatarina/508/2026_H3N2,VIDRL_adult-egg_post,20,1616,1127,304.6,3651,0.1
A/SantaCatarina/508/2026_H3N2,VIDRL_adult-egg_pre,20,200.3,254.8,106.8,418.6,0.4
A/SantaCatarina/508/2026_H3N2,VIDRL_elderly-egg_post,20,955,977.6,505,2214,0.1
A/SantaCatarina/508/2026_H3N2,VIDRL_elderly-egg_pre,19,263.3,288.4,215.2,340,0.1579
A/Saskatchewan/SKFLU477299/2025_H3N2,All,279,382.8,444.1,206.2,1035,0.1505
A/Saskatchewan/SKFLU477299/2025_H3N2,CTS,38,375,420.7,249.1,622.8,0.02632
A/Saskatchewan/SKFLU477299/2025_H3N2,SCH,40,388.9,455.3,137.2,1455,0.275
A/Saskatchewan/SKFLU477299/2025_H3N2,UWMC,83,438,520.3,234.9,1140,0.09639
A/Saskatchewan/SKFLU477299/2025_H3N2,VIDRL,118,328,400.8,168.2,1024,0.1864
A/Saskatchewan/SKFLU477299/2025_H3N2,VIDRL_adult-cell_post,20,999.4,812.7,316.8,1793,0.05
A/Saskatchewan/SKFLU477299/2025_H3N2,VIDRL_adult-cell_pre,19,163.1,122.8,60.05,217.6,0.4737
A/Saskatchewan/SKFLU477299/2025_H3N2,VIDRL_adult-egg_post,20,1034,778.4,204.9,1526,0.1
A/Saskatchewan/SKFLU477299/2025_H3N2,VIDRL_adult-egg_pre,20,231.6,224.5,102.9,396.9,0.3
A/Saskatchewan/SKFLU477299/2025_H3N2,VIDRL_elderly-egg_post,20,705.3,834.1,432.2,1620,0.05
A/Saskatchewan/SKFLU477299/2025_H3N2,VIDRL_elderly-egg_pre,19,222.9,263.1,186.7,318.5,0.1579
A/Saskatchewan/SKFLU477727/2025_H3N2,All,285,372,443.4,214.7,795.9,0.1088
A/Saskatchewan/SKFLU477727/2025_H3N2,CTS,38,369.2,381.9,220.3,515.1,0.05263
A/Saskatchewan/SKFLU477727/2025_H3N2,SCH,40,578.2,526.6,236.4,1300,0.125
A/Saskatchewan/SKFLU477727/2025_H3N2,UWMC,87,395.7,473.8,240.2,714.1,0.08046
A/Saskatchewan/SKFLU477727/2025_H3N2,VIDRL,120,315.2,418.4,185,797,0.1417
A/Saskatchewan/SKFLU477727/2025_H3N2,VIDRL_adult-cell_post,20,669.3,772.2,448.5,1244,0.05
A/Saskatchewan/SKFLU477727/2025_H3N2,VIDRL_adult-cell_pre,20,147.4,153.2,94.52,218.2,0.5
A/Saskatchewan/SKFLU477727/2025_H3N2,VIDRL_adult-egg_post,20,800.5,849.6,282.2,1765,0.1
A/Saskatchewan/SKFLU477727/2025_H3N2,VIDRL_adult-egg_pre,20,190.9,239.4,161.4,401.5,0.2
A/Saskatchewan/SKFLU477727/2025_H3N2,VIDRL_elderly-egg_post,20,657.8,727.6,277.8,1388,0
A/Saskatchewan/SKFLU477727/2025_H3N2,VIDRL_elderly-egg_pre,20,280.5,306.7,208.6,424,0
A/Saskatchewan/SKFLU490586/2026_H1N1,All,285,316,385.3,162.4,805.5,0.214
A/Saskatchewan/SKFLU490586/2026_H1N1,CTS,38,222.2,279.8,150.2,470.1,0.2368
A/Saskatchewan/SKFLU490586/2026_H1N1,SCH,40,232.9,249,90.89,557.1,0.4
A/Saskatchewan/SKFLU490586/2026_H1N1,UWMC,87,346.2,412.9,178.4,907.8,0.1839
A/Saskatchewan/SKFLU490586/2026_H1N1,VIDRL,120,367.6,469,178.7,924.1,0.1667
A/Saskatchewan/SKFLU490586/2026_H1N1,VIDRL_adult-cell_post,20,1526,1829,771.4,5530,0.05
A/Saskatchewan/SKFLU490586/2026_H1N1,VIDRL_adult-cell_pre,20,164.6,180.4,99.14,235.4,0.45
A/Saskatchewan/SKFLU490586/2026_H1N1,VIDRL_adult-egg_post,20,590.5,706.3,359.3,1117,0
A/Saskatchewan/SKFLU490586/2026_H1N1,VIDRL_adult-egg_pre,20,296.9,282.4,120.8,529.5,0.4
A/Saskatchewan/SKFLU490586/2026_H1N1,VIDRL_elderly-egg_post,20,533.9,685.7,292.9,1590,0.05
A/Saskatchewan/SKFLU490586/2026_H1N1,VIDRL_elderly-egg_pre,20,208.7,235.9,173.9,327.6,0.05
A/Singapore/GP20238/2024_H3N2,All,285,937,1071,402.2,2967,0.04912
A/Singapore/GP20238/2024_H3N2,CTS,38,762.4,835.1,432.8,1320,0
A/Singapore/GP20238/2024_H3N2,SCH,40,1558,1164,232.7,5218,0.15
A/Singapore/GP20238/2024_H3N2,UWMC,87,937,1001,434.7,2426,0.04598
A/Singapore/GP20238/2024_H3N2,VIDRL,120,1174,1184,394.7,3582,0.03333
A/Singapore/GP20238/2024_H3N2,VIDRL_adult-cell_post,20,3087,2920,1615,5945,0
A/Singapore/GP20238/2024_H3N2,VIDRL_adult-cell_pre,20,339.6,329.7,196.7,509.1,0.1
A/Singapore/GP20238/2024_H3N2,VIDRL_adult-egg_post,20,4896,2996,1762,7235,0
A/Singapore/GP20238/2024_H3N2,VIDRL_adult-egg_pre,20,675.2,717.8,370.5,1396,0.05
A/Singapore/GP20238/2024_H3N2,VIDRL_elderly-egg_post,20,2148,2128,878.8,6115,0
A/Singapore/GP20238/2024_H3N2,VIDRL_elderly-egg_pre,20,613.4,624.6,372.6,1282,0.05
A/Singapore/KK2768/2025_H1N1,All,285,254.5,295.1,143.5,564.5,0.2351
A/Singapore/KK2768/2025_H1N1,CTS,38,205.6,232.6,152.2,322.6,0.2105
A/Singapore/KK2768/2025_H1N1,SCH,40,190.3,185.7,66.56,498.3,0.425
A/Singapore/KK2768/2025_H1N1,UWMC,87,244.8,280.6,132.7,553.2,0.2644
A/Singapore/KK2768/2025_H1N1,VIDRL,120,332.8,385.2,190,652.7,0.1583
A/Singapore/KK2768/2025_H1N1,VIDRL_adult-cell_post,20,804,993.2,417,2843,0
A/Singapore/KK2768/2025_H1N1,VIDRL_adult-cell_pre,20,135.8,155.9,84.38,242.3,0.5
A/Singapore/KK2768/2025_H1N1,VIDRL_adult-egg_post,20,451.5,515.8,221.5,933.5,0
A/Singapore/KK2768/2025_H1N1,VIDRL_adult-egg_pre,20,244.6,243.8,121.6,393.4,0.3
A/Singapore/KK2768/2025_H1N1,VIDRL_elderly-egg_post,20,483,571.4,351.7,951.8,0.05
A/Singapore/KK2768/2025_H1N1,VIDRL_elderly-egg_pre,20,249.5,293.7,203.4,455.5,0.1
A/Singapore/MOH0547/2024_H1N1,All,284,291,371.9,155.3,813.6,0.2289
A/Singapore/MOH0547/2024_H1N1,CTS,38,235,286.5,169.5,485.8,0.1842
A/Singapore/MOH0547/2024_H1N1,SCH,40,213.8,217.5,85.12,556.9,0.45
A/Singapore/MOH0547/2024_H1N1,UWMC,87,297.9,375.5,163.6,812.2,0.2184
A/Singapore/MOH0547/2024_H1N1,VIDRL,119,365.3,480.6,205.3,1104,0.1765
A/Singapore/MOH0547/2024_H1N1,VIDRL_adult-cell_post,20,1510,1705,588.2,4486,0
A/Singapore/MOH0547/2024_H1N1,VIDRL_adult-cell_pre,19,170.4,172.4,108.8,267.9,0.4737
A/Singapore/MOH0547/2024_H1N1,VIDRL_adult-egg_post,20,464.9,644.4,282.4,1294,0.05
A/Singapore/MOH0547/2024_H1N1,VIDRL_adult-egg_pre,20,312.8,304.6,127.5,598,0.3
A/Singapore/MOH0547/2024_H1N1,VIDRL_elderly-egg_post,20,547.5,824.2,431.4,2052,0.05
A/Singapore/MOH0547/2024_H1N1,VIDRL_elderly-egg_pre,20,211.8,246.1,163.7,272.5,0.2
A/Singapore/NTF0577/2025_H3N2,All,282,409.6,473.1,205.8,1122,0.1383
A/Singapore/NTF0577/2025_H3N2,CTS,37,301.5,381.3,213.5,523.6,0.02703
A/Singapore/NTF0577/2025_H3N2,SCH,39,503.4,510.6,180.1,1433,0.1282
A/Singapore/NTF0577/2025_H3N2,UWMC,87,473.4,530.9,258.4,1100,0.1149
A/Singapore/NTF0577/2025_H3N2,VIDRL,119,366.1,453.5,190.4,1184,0.1933
A/Singapore/NTF0577/2025_H3N2,VIDRL_adult-cell_post,19,1191,1024,517,1736,0
A/Singapore/NTF0577/2025_H3N2,VIDRL_adult-cell_pre,20,98.54,110.8,63.45,183.6,0.6
A/Singapore/NTF0577/2025_H3N2,VIDRL_adult-egg_post,20,1164,998.7,419.3,2492,0.1
A/Singapore/NTF0577/2025_H3N2,VIDRL_adult-egg_pre,20,249.9,322.9,157.2,730,0.25
A/Singapore/NTF0577/2025_H3N2,VIDRL_elderly-egg_post,20,782.5,934.1,365.4,1976,0
A/Singapore/NTF0577/2025_H3N2,VIDRL_elderly-egg_pre,20,259.1,265.2,184.5,363.5,0.2
A/Singapore/SAR8915/2025_H3N2,All,285,382.1,467.8,192.2,1093,0.1439
A/Singapore/SAR8915/2025_H3N2,CTS,38,352.6,412.4,223.2,704.9,0.07895
A/Singapore/SAR8915/2025_H3N2,SCH,40,462.9,533.9,186.5,1474,0.2
A/Singapore/SAR8915/2025_H3N2,UWMC,87,533.2,571.7,248.7,1143,0.06897
A/Singapore/SAR8915/2025_H3N2,VIDRL,120,294.5,402.9,165,1026,0.2
A/Singapore/SAR8915/2025_H3N2,VIDRL_adult-cell_post,20,662,744.6,403.6,1387,0.05
A/Singapore/SAR8915/2025_H3N2,VIDRL_adult-cell_pre,20,117.8,112.7,69.06,191.2,0.6
A/Singapore/SAR8915/2025_H3N2,VIDRL_adult-egg_post,20,1264,925.3,289.9,2051,0.05
A/Singapore/SAR8915/2025_H3N2,VIDRL_adult-egg_pre,20,164.1,243.7,115.2,462.1,0.4
A/Singapore/SAR8915/2025_H3N2,VIDRL_elderly-egg_post,20,883.2,879.9,509.6,1940,0.05
A/Singapore/SAR8915/2025_H3N2,VIDRL_elderly-egg_pre,20,237.1,256.9,179.4,324.9,0.05
A/SouthAfrica/NHLS-SU-CERI-C075557/2026_H1N1,All,284,316.7,370.7,147.1,733.9,0.2465
A/SouthAfrica/NHLS-SU-CERI-C075557/2026_H1N1,CTS,38,231.8,262.5,142.5,453.8,0.2632
A/SouthAfrica/NHLS-SU-CERI-C075557/2026_H1N1,SCH,40,229.8,221.3,77.8,545.2,0.475
A/SouthAfrica/NHLS-SU-CERI-C075557/2026_H1N1,UWMC,87,344.1,381.4,148.2,838.5,0.2414
A/SouthAfrica/NHLS-SU-CERI-C075557/2026_H1N1,VIDRL,119,417.2,482.2,194.9,817.7,0.1681
A/SouthAfrica/NHLS-SU-CERI-C075557/2026_H1N1,VIDRL_adult-cell_post,20,1688,1768,687.6,5687,0
A/SouthAfrica/NHLS-SU-CERI-C075557/2026_H1N1,VIDRL_adult-cell_pre,20,152.3,190.7,113.8,213.7,0.45
A/SouthAfrica/NHLS-SU-CERI-C075557/2026_H1N1,VIDRL_adult-egg_post,20,460.9,554.9,243.7,781,0.05
A/SouthAfrica/NHLS-SU-CERI-C075557/2026_H1N1,VIDRL_adult-egg_pre,20,303.9,280.6,115,564,0.35
A/SouthAfrica/NHLS-SU-CERI-C075557/2026_H1N1,VIDRL_elderly-egg_post,19,567,807.5,307.2,1601,0
A/SouthAfrica/NHLS-SU-CERI-C075557/2026_H1N1,VIDRL_elderly-egg_pre,20,290.6,304.4,193.2,418.1,0.15
A/SouthAfrica/NICD-R01647/2026_H1N1,All,285,287,334.5,132.8,626.8,0.2667
A/SouthAfrica/NICD-R01647/2026_H1N1,CTS,38,212.4,269.9,129.7,465,0.2895
A/SouthAfrica/NICD-R01647/2026_H1N1,SCH,40,253.8,209.4,60.85,499.5,0.425
A/SouthAfrica/NICD-R01647/2026_H1N1,UWMC,87,271.8,338.2,151.4,684.1,0.2414
A/SouthAfrica/NICD-R01647/2026_H1N1,VIDRL,120,342.1,415.2,157,899.1,0.225
A/SouthAfrica/NICD-R01647/2026_H1N1,VIDRL_adult-cell_post,20,1640,1847,603.9,5794,0
A/SouthAfrica/NICD-R01647/2026_H1N1,VIDRL_adult-cell_pre,20,136.3,157,77.54,194.8,0.55
A/SouthAfrica/NICD-R01647/2026_H1N1,VIDRL_adult-egg_post,20,499.1,564.6,346,727.6,0.05
A/SouthAfrica/NICD-R01647/2026_H1N1,VIDRL_adult-egg_pre,20,261.4,234.1,91.69,447.4,0.4
A/SouthAfrica/NICD-R01647/2026_H1N1,VIDRL_elderly-egg_post,20,509.4,653.9,300.6,1653,0.05
A/SouthAfrica/NICD-R01647/2026_H1N1,VIDRL_elderly-egg_pre,20,194.5,204.4,135.3,278.9,0.3
A/SouthAfrica/NICD-R01668/2026_H1N1,All,285,289.4,347.3,153,683.7,0.2386
A/SouthAfrica/NICD-R01668/2026_H1N1,CTS,38,214.1,246.3,130.8,492.2,0.2895
A/SouthAfrica/NICD-R01668/2026_H1N1,SCH,40,213.8,205.6,68.84,488.1,0.475
A/SouthAfrica/NICD-R01668/2026_H1N1,UWMC,87,299.2,374.9,169.8,811.4,0.1954
A/SouthAfrica/NICD-R01668/2026_H1N1,VIDRL,120,354,436.2,175,809.1,0.175
A/SouthAfrica/NICD-R01668/2026_H1N1,VIDRL_adult-cell_post,20,1630,1655,612.7,5046,0
A/SouthAfrica/NICD-R01668/2026_H1N1,VIDRL_adult-cell_pre,20,147.6,160.1,88.46,228.3,0.5
A/SouthAfrica/NICD-R01668/2026_H1N1,VIDRL_adult-egg_post,20,523.9,556.1,274.7,766,0.05
A/SouthAfrica/NICD-R01668/2026_H1N1,VIDRL_adult-egg_pre,20,268.1,242,113.2,413.1,0.4
A/SouthAfrica/NICD-R01668/2026_H1N1,VIDRL_elderly-egg_post,20,558.2,739,307.2,1732,0
A/SouthAfrica/NICD-R01668/2026_H1N1,VIDRL_elderly-egg_pre,20,251.7,261.4,170.5,368.6,0.1
A/SouthAfrica/PATH-CERI-C073358/2025_H1N1,All,285,333.6,382.6,154.5,720.4,0.2211
A/SouthAfrica/PATH-CERI-C073358/2025_H1N1,CTS,38,214.8,257.3,120,503.3,0.3158
A/SouthAfrica/PATH-CERI-C073358/2025_H1N1,SCH,40,226,227.3,75.85,573,0.425
A/SouthAfrica/PATH-CERI-C073358/2025_H1N1,UWMC,87,373,391.4,166.1,798.5,0.2069
A/SouthAfrica/PATH-CERI-C073358/2025_H1N1,VIDRL,120,409.7,507.7,195.8,811.7,0.1333
A/SouthAfrica/PATH-CERI-C073358/2025_H1N1,VIDRL_adult-cell_post,20,1969,2063,751.9,6891,0
A/SouthAfrica/PATH-CERI-C073358/2025_H1N1,VIDRL_adult-cell_pre,20,202.2,210.9,106.8,257.9,0.4
A/SouthAfrica/PATH-CERI-C073358/2025_H1N1,VIDRL_adult-egg_post,20,584.2,619.4,281.7,892.6,0.05
A/SouthAfrica/PATH-CERI-C073358/2025_H1N1,VIDRL_adult-egg_pre,20,319,290.1,126.1,570.3,0.3
A/SouthAfrica/PATH-CERI-C073358/2025_H1N1,VIDRL_elderly-egg_post,20,542.5,783.5,277.4,1918,0
A/SouthAfrica/PATH-CERI-C073358/2025_H1N1,VIDRL_elderly-egg_pre,20,292.3,279.5,184,406.5,0.05
A/SouthAfrica/PATH-CERI-C073366/2025_H1N1,All,285,288,346.1,144.7,706.9,0.2421
A/SouthAfrica/PATH-CERI-C073366/2025_H1N1,CTS,38,186.7,247.4,120.9,474.7,0.3421
A/SouthAfrica/PATH-CERI-C073366/2025_H1N1,SCH,40,254.6,228.6,83.29,611.4,0.425
A/SouthAfrica/PATH-CERI-C073366/2025_H1N1,UWMC,87,285.7,349.9,157.2,749.7,0.2184
A/SouthAfrica/PATH-CERI-C073366/2025_H1N1,VIDRL,120,339.7,438.4,170,792.1,0.1667
A/SouthAfrica/PATH-CERI-C073366/2025_H1N1,VIDRL_adult-cell_post,20,1429,1713,570,5604,0
A/SouthAfrica/PATH-CERI-C073366/2025_H1N1,VIDRL_adult-cell_pre,20,156.2,171.4,89.32,209.6,0.45
A/SouthAfrica/PATH-CERI-C073366/2025_H1N1,VIDRL_adult-egg_post,20,474.7,544.3,256.4,791.1,0
A/SouthAfrica/PATH-CERI-C073366/2025_H1N1,VIDRL_adult-egg_pre,20,255.7,252,109.6,467.5,0.4
A/SouthAfrica/PATH-CERI-C073366/2025_H1N1,VIDRL_elderly-egg_post,20,515.8,734.8,305.9,2012,0
A/SouthAfrica/PATH-CERI-C073366/2025_H1N1,VIDRL_elderly-egg_pre,20,201.1,240,158.1,376.8,0.15
A/SouthAfrica/PATH-CERI-C075119/2026_H1N1,All,285,318.6,381.6,156.8,796.6,0.2105
A/SouthAfrica/PATH-CERI-C075119/2026_H1N1,CTS,38,226.9,277.5,149,521.2,0.2105
A/SouthAfrica/PATH-CERI-C075119/2026_H1N1,SCH,40,204.6,243,88.21,555.9,0.425
A/SouthAfrica/PATH-CERI-C075119/2026_H1N1,UWMC,87,357.8,397.4,169.8,943.6,0.1954
A/SouthAfrica/PATH-CERI-C075119/2026_H1N1,VIDRL,120,367.1,476.3,200.2,875,0.15
A/SouthAfrica/PATH-CERI-C075119/2026_H1N1,VIDRL_adult-cell_post,20,1596,1787,661.3,6067,0
A/SouthAfrica/PATH-CERI-C075119/2026_H1N1,VIDRL_adult-cell_pre,20,170.8,184.4,104,269.6,0.4
A/SouthAfrica/PATH-CERI-C075119/2026_H1N1,VIDRL_adult-egg_post,20,644.4,643.6,305.9,891,0
A/SouthAfrica/PATH-CERI-C075119/2026_H1N1,VIDRL_adult-egg_pre,20,287.4,279.7,112.5,531.6,0.35
A/SouthAfrica/PATH-CERI-C075119/2026_H1N1,VIDRL_elderly-egg_post,20,573.5,757,314.8,1854,0.05
A/SouthAfrica/PATH-CERI-C075119/2026_H1N1,VIDRL_elderly-egg_pre,20,253.3,259.9,195.1,376.3,0.1
A/SouthAustralia/2605715552/2026_H3N2,All,283,333.6,383.9,149.4,891.8,0.2332
A/SouthAustralia/2605715552/2026_H3N2,CTS,38,395.4,435.3,246.5,784.9,0.1053
A/SouthAustralia/2605715552/2026_H3N2,SCH,40,371.6,389.6,110.5,1234,0.3
A/SouthAustralia/2605715552/2026_H3N2,UWMC,86,350.6,428.6,191.6,880.5,0.1628
A/SouthAustralia/2605715552/2026_H3N2,VIDRL,119,309.1,338.9,117.8,883,0.3025
A/SouthAustralia/2605715552/2026_H3N2,VIDRL_adult-cell_post,20,822.5,781.3,412.9,1309,0.05
A/SouthAustralia/2605715552/2026_H3N2,VIDRL_adult-cell_pre,20,67.81,85.47,53.03,140.9,0.75
A/SouthAustralia/2605715552/2026_H3N2,VIDRL_adult-egg_post,19,891,817.7,291.1,1888,0.1053
A/SouthAustralia/2605715552/2026_H3N2,VIDRL_adult-egg_pre,20,138.2,181.1,83.44,502.5,0.5
A/SouthAustralia/2605715552/2026_H3N2,VIDRL_elderly-egg_post,20,705.5,714.9,417.3,1211,0.15
A/SouthAustralia/2605715552/2026_H3N2,VIDRL_elderly-egg_pre,20,213.6,223.8,137.1,313.4,0.25
A/SouthCarolina/USAFSAM-17046/2026_H3N2,All,285,704.8,821.1,334.8,2122,0.05263
A/SouthCarolina/USAFSAM-17046/2026_H3N2,CTS,38,577.4,616.2,331.8,943.9,0.07895
A/SouthCarolina/USAFSAM-17046/2026_H3N2,SCH,40,974.4,936.8,238.8,2917,0.05
A/SouthCarolina/USAFSAM-17046/2026_H3N2,UWMC,87,697.5,786,364.2,1431,0.03448
A/SouthCarolina/USAFSAM-17046/2026_H3N2,VIDRL,120,788.9,888.3,338.2,2451,0.05833
A/SouthCarolina/USAFSAM-17046/2026_H3N2,VIDRL_adult-cell_post,20,1466,1706,781.6,4732,0
A/SouthCarolina/USAFSAM-17046/2026_H3N2,VIDRL_adult-cell_pre,20,262.9,314.1,150.8,532.3,0.2
A/SouthCarolina/USAFSAM-17046/2026_H3N2,VIDRL_adult-egg_post,20,2361,1725,813.9,4034,0
A/SouthCarolina/USAFSAM-17046/2026_H3N2,VIDRL_adult-egg_pre,20,743,737.1,261.6,2112,0.1
A/SouthCarolina/USAFSAM-17046/2026_H3N2,VIDRL_elderly-egg_post,20,1164,1303,662.8,2599,0
A/SouthCarolina/USAFSAM-17046/2026_H3N2,VIDRL_elderly-egg_pre,20,456.9,553.4,320.5,768.2,0.05
A/South_Australia/2523812314/2025_H3N2,All,285,481.7,550.5,225.6,1457,0.1404
A/South_Australia/2523812314/2025_H3N2,CTS,38,455.1,470,250.9,678.5,0.07895
A/South_Australia/2523812314/2025_H3N2,SCH,40,554.4,612.5,194.5,1982,0.2
A/South_Australia/2523812314/2025_H3N2,UWMC,87,488.3,573.6,271.9,1448,0.09195
A/South_Australia/2523812314/2025_H3N2,VIDRL,120,477.6,542.1,202.9,1561,0.175
A/South_Australia/2523812314/2025_H3N2,VIDRL_adult-cell_post,20,1790,1417,642.1,2395,0
A/South_Australia/2523812314/2025_H3N2,VIDRL_adult-cell_pre,20,121.4,147.4,86.8,267.9,0.6
A/South_Australia/2523812314/2025_H3N2,VIDRL_adult-egg_post,20,1338,1180,510.6,2916,0.05
A/South_Australia/2523812314/2025_H3N2,VIDRL_adult-egg_pre,20,346.4,355.4,141.9,824.6,0.25
A/South_Australia/2523812314/2025_H3N2,VIDRL_elderly-egg_post,20,862.4,961.9,502.7,2381,0.05
A/South_Australia/2523812314/2025_H3N2,VIDRL_elderly-egg_pre,20,311.9,301.2,228.3,426.2,0.1
A/South_Australia/2527213276/2025_H3N2,All,268,393.4,473.1,203.7,1032,0.1269
A/South_Australia/2527213276/2025_H3N2,CTS,34,355.3,377.8,177.4,649.2,0.1471
A/South_Australia/2527213276/2025_H3N2,SCH,36,876.8,822.9,250.2,2079,0.02778
A/South_Australia/2527213276/2025_H3N2,UWMC,81,478.9,476.7,215.9,981.1,0.1235
A/South_Australia/2527213276/2025_H3N2,VIDRL,117,333.8,423.7,186.4,860.9,0.1538
